SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower,WavePktsSent,WavePtksReceived,WavePktsPpr,ExpectedWavePktsReceived,ExpectedWavePktsInCoverageReceived,BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,MacPhyOverhead
0,0,0,10,protocol,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,10,protocol,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,10,protocol,7.5,670,4549,6.78955,792,665,0.839646,0.817829,0.74461,0.553737,0.392223,0.30849,0.259809,0.259809,0.259809,0.259809,0.0556992
3,1.536,3,10,protocol,7.5,670,4676,6.9791,854,751,0.879391,0.813606,0.73575,0.545614,0.394666,0.30973,0.264525,0.264525,0.264525,0.264525,0.0586894
4,2.048,4,10,protocol,7.5,670,5030,7.50746,953,865,0.90766,0.850811,0.762642,0.573422,0.411721,0.326369,0.281068,0.281068,0.281068,0.281068,0.0552324
5,6.656,13,10,protocol,7.5,670,5201,7.76269,998,933,0.93487,0.87554,0.768504,0.577099,0.417684,0.333035,0.289105,0.289105,0.289105,0.289105,0.0583145
6,7.168,14,10,protocol,7.5,670,5175,7.72388,971,835,0.859938,0.806564,0.730015,0.555579,0.40935,0.328488,0.284434,0.284434,0.284434,0.284434,0.0578958
7,5.12,10,10,protocol,7.5,670,5255,7.84328,988,870,0.880567,0.810455,0.715433,0.551659,0.408155,0.332595,0.285691,0.285691,0.285691,0.285691,0.0600407
8,6.656,13,10,protocol,7.5,670,5533,8.25821,914,799,0.874179,0.804531,0.726403,0.570498,0.425714,0.349306,0.297681,0.297681,0.297681,0.297681,0.059621
9,4.096,8,10,protocol,7.5,670,5404,8.06567,926,849,0.916847,0.801435,0.695788,0.549378,0.411796,0.336425,0.286214,0.286214,0.286214,0.286214,0.0614485
10,4.096,8,10,protocol,7.5,670,5657,8.44328,1010,890,0.881188,0.813659,0.702445,0.566235,0.426782,0.347013,0.297878,0.297878,0.297878,0.297878,0.0609755
11,4.608,9,10,protocol,7.5,670,5489,8.19254,1049,921,0.877979,0.785083,0.690508,0.539256,0.412521,0.330483,0.28794,0.28794,0.28794,0.28794,0.0631907
12,6.144,12,10,protocol,7.5,670,5810,8.67164,1022,935,0.914873,0.81926,0.734494,0.567179,0.43342,0.343056,0.299531,0.299531,0.299531,0.299531,0.0626103
13,5.12,10,10,protocol,7.5,670,5674,8.46866,974,862,0.88501,0.800553,0.712453,0.552688,0.413195,0.332143,0.28986,0.28986,0.28986,0.28986,0.0636377
14,4.096,8,10,protocol,7.5,670,5661,8.44925,970,839,0.864948,0.789916,0.705977,0.549407,0.406652,0.325832,0.286923,0.286923,0.286923,0.286923,0.0631826
15,5.12,10,10,protocol,7.5,670,5525,8.24627,1027,884,0.860759,0.78433,0.688501,0.526828,0.391206,0.317986,0.278141,0.278141,0.278141,0.278141,0.0641073
16,5.632,11,10,protocol,7.5,670,5650,8.43284,984,850,0.863821,0.799946,0.702766,0.536685,0.402192,0.322581,0.282444,0.282444,0.282444,0.282444,0.065374
17,5.12,10,10,protocol,7.5,670,5680,8.47761,904,803,0.888274,0.807512,0.708291,0.532319,0.404155,0.325185,0.28162,0.28162,0.28162,0.28162,0.0660193
18,4.096,8,10,protocol,7.5,670,5960,8.89552,898,817,0.9098,0.817761,0.724245,0.553586,0.420133,0.339911,0.291856,0.291856,0.291856,0.291856,0.0655479
19,8.192,16,10,protocol,7.5,670,5807,8.66716,863,750,0.869061,0.786703,0.701447,0.529584,0.407309,0.331866,0.283753,0.283753,0.283753,0.283753,0.0667366
20,8.192,16,10,protocol,7.5,670,5742,8.57015,882,761,0.862812,0.788451,0.681583,0.516964,0.404937,0.326863,0.277539,0.277539,0.277539,0.277539,0.0664631
21,7.68,15,10,protocol,7.5,670,5709,8.5209,868,746,0.859447,0.774239,0.672404,0.499912,0.400519,0.323364,0.273984,0.273984,0.273984,0.273984,0.0678562
22,5.12,10,10,protocol,7.5,670,5918,8.83284,763,682,0.89384,0.79011,0.69394,0.512058,0.408054,0.333898,0.28189,0.28189,0.28189,0.28189,0.0679387
23,5.12,10,10,protocol,7.5,670,5637,8.41343,752,649,0.863032,0.759694,0.652616,0.488245,0.383443,0.316153,0.268135,0.268135,0.268135,0.268135,0.0686292
24,4.608,9,10,protocol,7.5,670,5908,8.81791,668,573,0.857784,0.776294,0.680606,0.510659,0.39707,0.327077,0.281521,0.281521,0.281521,0.281521,0.0685392
25,2.048,4,10,protocol,7.5,670,5838,8.71343,774,692,0.894057,0.791246,0.685045,0.504499,0.387161,0.321653,0.279691,0.279691,0.279691,0.279691,0.0692878
26,3.584,7,10,protocol,7.5,670,6108,9.11642,872,784,0.899083,0.823315,0.713467,0.531299,0.404852,0.334593,0.29151,0.29151,0.29151,0.29151,0.0703182
27,7.168,14,10,protocol,7.5,670,5646,8.42687,926,830,0.896328,0.778776,0.665528,0.495729,0.370278,0.310869,0.268066,0.268066,0.268066,0.268066,0.0713459
28,8.192,16,10,protocol,7.5,670,5922,8.83881,793,721,0.909206,0.80363,0.697626,0.515943,0.386251,0.326101,0.280717,0.280717,0.280717,0.280717,0.0715118
29,7.68,15,10,protocol,7.5,670,5572,8.31642,820,717,0.87439,0.768733,0.657282,0.495016,0.363945,0.306778,0.263153,0.263153,0.263153,0.263153,0.0721503
30,8.192,16,10,protocol,7.5,670,5618,8.38507,866,773,0.89261,0.766288,0.658853,0.499244,0.366806,0.306894,0.265238,0.265238,0.265238,0.265238,0.071955
31,5.632,11,10,protocol,7.5,670,5510,8.22388,908,772,0.85022,0.73623,0.647967,0.485427,0.359262,0.301505,0.261882,0.261882,0.261882,0.261882,0.0732259
32,6.144,12,10,protocol,7.5,670,5951,8.88209,990,871,0.879798,0.791994,0.686361,0.52705,0.389693,0.324234,0.282856,0.282856,0.282856,0.282856,0.0733958
33,4.608,9,10,protocol,7.5,670,5820,8.68657,1040,905,0.870192,0.780043,0.672264,0.513818,0.375702,0.316322,0.275334,0.275334,0.275334,0.275334,0.0738146
34,6.656,13,10,protocol,7.5,670,5887,8.78657,1067,970,0.909091,0.785208,0.680059,0.515525,0.382273,0.317427,0.275699,0.275699,0.275699,0.275699,0.0736419
35,9.216,18,10,protocol,7.5,670,5544,8.27463,1078,917,0.850649,0.732247,0.639167,0.47921,0.362471,0.298965,0.259964,0.259964,0.259964,0.259964,0.0739642
36,9.728,19,10,protocol,7.5,670,5687,8.48806,1088,952,0.875,0.764215,0.657249,0.491534,0.369958,0.306263,0.265574,0.265574,0.265574,0.265574,0.0744197
37,11.776,23,10,protocol,7.5,670,5926,8.84478,1138,991,0.870826,0.786457,0.682722,0.509067,0.382125,0.319582,0.272522,0.272522,0.272522,0.272522,0.0749639
38,11.776,23,10,protocol,7.5,670,5802,8.6597,1091,954,0.874427,0.776063,0.658841,0.497632,0.372329,0.310301,0.26538,0.26538,0.26538,0.26538,0.0749159
39,8.192,16,10,protocol,7.5,670,5788,8.63881,1102,950,0.862069,0.767514,0.651236,0.496901,0.374144,0.305516,0.264063,0.264063,0.264063,0.264063,0.0753318
40,10.24,20,10,protocol,7.5,670,5830,8.70149,1048,914,0.872137,0.776868,0.659561,0.500516,0.374944,0.304153,0.265229,0.265229,0.265229,0.265229,0.0753062
41,14.336,28,10,protocol,7.5,670,5740,8.56716,1002,873,0.871257,0.770061,0.64797,0.491332,0.367102,0.300351,0.258594,0.258594,0.258594,0.258594,0.076175
42,13.824,27,10,protocol,7.5,670,5651,8.43433,1025,830,0.809756,0.736621,0.628752,0.481263,0.357771,0.294446,0.253795,0.253795,0.253795,0.253795,0.0763531
43,12.288,24,10,protocol,7.5,670,5893,8.79552,1068,907,0.849251,0.77229,0.647465,0.500767,0.371189,0.304375,0.263716,0.263716,0.263716,0.263716,0.0767019
44,12.288,24,10,protocol,7.5,670,5979,8.92388,1110,983,0.885586,0.783324,0.658524,0.502867,0.376251,0.309024,0.268117,0.268117,0.268117,0.268117,0.0766046
45,13.824,27,10,protocol,7.5,670,5593,8.34776,1061,901,0.849199,0.751608,0.621671,0.465289,0.353227,0.290833,0.25028,0.25028,0.25028,0.25028,0.0768797
46,11.264,22,10,protocol,7.5,670,6062,9.04776,1023,885,0.865103,0.785133,0.681432,0.498146,0.385623,0.313087,0.271425,0.271425,0.271425,0.271425,0.0772822
47,9.216,18,10,protocol,7.5,670,5920,8.83582,1098,959,0.873406,0.781754,0.660652,0.488347,0.377046,0.306561,0.265805,0.265805,0.265805,0.265805,0.0775098
48,8.704,17,10,protocol,7.5,670,6101,9.10597,1036,902,0.870656,0.809209,0.680442,0.507925,0.386042,0.315983,0.273489,0.273489,0.273489,0.273489,0.0772284
49,9.728,19,10,protocol,7.5,670,5848,8.72836,1068,890,0.833333,0.780175,0.660148,0.485629,0.366278,0.305347,0.263471,0.263471,0.263471,0.263471,0.0772607
50,10.24,20,10,protocol,7.5,670,6190,9.23881,1027,906,0.882181,0.813707,0.694332,0.510452,0.383116,0.326856,0.278892,0.278892,0.278892,0.278892,0.0768854
51,12.8,25,10,protocol,7.5,670,5869,8.7597,1062,918,0.864407,0.779029,0.672007,0.48562,0.365056,0.310299,0.264238,0.264238,0.264238,0.264238,0.0772779
52,14.848,29,10,protocol,7.5,670,5920,8.83582,1018,867,0.85167,0.782539,0.679541,0.494848,0.374518,0.309704,0.265233,0.265233,0.265233,0.265233,0.0771934
53,11.776,23,10,protocol,7.5,670,6168,9.20597,860,751,0.873256,0.803707,0.707997,0.518862,0.395689,0.321887,0.276915,0.276915,0.276915,0.276915,0.0774594
54,10.24,20,10,protocol,7.5,670,5822,8.68955,858,734,0.855478,0.771391,0.667752,0.490214,0.374405,0.304053,0.262418,0.262418,0.262418,0.262418,0.0772701
55,9.728,19,10,protocol,7.5,670,5691,8.49403,816,698,0.855392,0.753631,0.651914,0.480803,0.365675,0.2997,0.257232,0.257232,0.257232,0.257232,0.077351
56,8.704,17,10,protocol,7.5,670,5609,8.37164,772,625,0.809585,0.7404,0.645479,0.474614,0.362222,0.296882,0.253434,0.253434,0.253434,0.253434,0.0774111
57,15.872,31,10,protocol,7.5,670,6044,9.0209,774,686,0.886305,0.800552,0.687949,0.513548,0.389709,0.320212,0.271116,0.271116,0.271116,0.271116,0.0775788
