SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower,WavePktsSent,WavePtksReceived,WavePktsPpr,ExpectedWavePktsReceived,ExpectedWavePktsInCoverageReceived,BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,MacPhyOverhead
0,0,0,10,protocol,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,10,protocol,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2.048,4,10,protocol,7.5,1360,15050,11.0662,3218,2728,0.847732,0.731536,0.601582,0.429544,0.307916,0.245186,0.206266,0.206266,0.206266,0.206266,0.0740416
3,6.656,13,10,protocol,7.5,1360,14956,10.9971,3425,2786,0.813431,0.706167,0.58381,0.416979,0.29749,0.239691,0.202212,0.202212,0.202212,0.202212,0.0943684
4,6.144,12,10,protocol,7.5,1360,14969,11.0066,3547,2862,0.806879,0.708714,0.573414,0.406922,0.29189,0.236634,0.199891,0.199891,0.199891,0.199891,0.111537
5,5.632,11,10,protocol,7.5,1360,16006,11.7691,3362,2797,0.831945,0.717798,0.589622,0.41938,0.307488,0.249451,0.210544,0.210544,0.210544,0.210544,0.122707
6,9.216,18,10,protocol,7.5,1360,16010,11.7721,3227,2663,0.825225,0.703813,0.578142,0.408938,0.302664,0.246786,0.207693,0.207693,0.207693,0.207693,0.12571
7,10.24,20,10,protocol,7.5,1360,16171,11.8904,3279,2668,0.813663,0.693193,0.568354,0.403246,0.300912,0.245082,0.207936,0.207936,0.207936,0.207936,0.127017
8,8.704,17,10,protocol,7.5,1360,15994,11.7603,3214,2525,0.785625,0.672919,0.550169,0.393345,0.294614,0.238966,0.204141,0.204141,0.204141,0.204141,0.130151
9,8.192,16,10,protocol,7.5,1360,17366,12.7691,3396,2834,0.834511,0.71519,0.590197,0.424438,0.314664,0.25673,0.218691,0.218691,0.218691,0.218691,0.132241
10,8.704,17,10,protocol,7.5,1360,17122,12.5897,3547,2904,0.81872,0.694421,0.570525,0.415524,0.308072,0.251067,0.213289,0.213289,0.213289,0.213289,0.131489
11,8.704,17,10,protocol,7.5,1360,16854,12.3926,3610,2836,0.785596,0.675175,0.557932,0.402185,0.301481,0.244222,0.207615,0.207615,0.207615,0.207615,0.131268
12,7.168,14,10,protocol,7.5,1360,16456,12.1,3755,2975,0.792277,0.674542,0.546695,0.386547,0.291789,0.23641,0.201029,0.201029,0.201029,0.201029,0.131883
13,8.192,16,10,protocol,7.5,1360,16017,11.7772,3691,2888,0.782444,0.661552,0.530776,0.373954,0.281553,0.227592,0.194164,0.194164,0.194164,0.194164,0.131131
