SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower,WavePktsSent,WavePtksReceived,WavePktsPpr,ExpectedWavePktsReceived,ExpectedWavePktsInCoverageReceived,BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,MacPhyOverhead
0,0,0,10,protocol,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,10,protocol,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1.024,2,10,protocol,7.5,1360,15411,11.3316,3218,2029,0.630516,0.453764,0.371851,0.328431,0.287293,0.246848,0.211214,0.211214,0.211214,0.211214,0.0694914
3,1.536,3,10,protocol,7.5,1360,13437,9.88015,3425,1939,0.566131,0.401349,0.324423,0.281552,0.243724,0.211533,0.181674,0.181674,0.181674,0.181674,0.0559613
4,2.048,4,10,protocol,7.5,1360,13501,9.92721,3547,1954,0.550888,0.403687,0.326427,0.283073,0.244038,0.210535,0.180287,0.180287,0.180287,0.180287,0.0463141
5,2.56,5,10,protocol,7.5,1360,14689,10.8007,3362,1885,0.560678,0.402115,0.332128,0.2927,0.258232,0.225045,0.19322,0.19322,0.19322,0.19322,0.0379688
6,1.024,2,10,protocol,7.5,1360,17033,12.5243,3227,1963,0.608305,0.436062,0.364773,0.324343,0.291567,0.257499,0.220964,0.220964,0.220964,0.220964,0.0252682
7,0,0,10,protocol,7.5,1360,10836,7.96765,3279,1605,0.489478,0.326288,0.260972,0.223745,0.192017,0.162954,0.139336,0.139336,0.139336,0.139336,0.0256616
8,0,0,10,protocol,7.5,1360,13172,9.68529,3214,1711,0.532358,0.355562,0.287757,0.250228,0.221927,0.193516,0.168122,0.168122,0.168122,0.168122,0.0222818
9,1.536,3,10,protocol,7.5,1360,15349,11.286,3396,1878,0.553004,0.392093,0.319989,0.283008,0.252206,0.222506,0.19329,0.19329,0.19329,0.19329,0.0191151
10,1.024,2,10,protocol,7.5,1360,14910,10.9632,3547,1958,0.552016,0.386818,0.315772,0.274609,0.243712,0.214042,0.185734,0.185734,0.185734,0.185734,0.0197539
11,1.024,2,10,protocol,7.5,1360,15011,11.0375,3610,2005,0.555402,0.392242,0.31365,0.275296,0.244204,0.213517,0.184912,0.184912,0.184912,0.184912,0.0202911
12,2.048,4,10,protocol,7.5,1360,16190,11.9044,3755,2135,0.568575,0.398941,0.326791,0.287627,0.257975,0.227833,0.197779,0.197779,0.197779,0.197779,0.0190727
13,0.512,1,10,protocol,7.5,1360,14959,10.9993,3691,1964,0.532105,0.383637,0.307943,0.269364,0.239892,0.20885,0.181339,0.181339,0.181339,0.181339,0.0152361
