SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower,WavePktsSent,WavePtksReceived,WavePktsPpr,ExpectedWavePktsReceived,ExpectedWavePktsInCoverageReceived,BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,MacPhyOverhead
0,0,0,10,protocol,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,10,protocol,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2.56,5,10,protocol,7.5,1360,0,0,3218,0,0,0,0,0,0,0,0,0,0,0,6277.79
3,17.408,34,10,protocol,7.5,1360,0,0,3425,0,0,0,0,0,0,0,0,0,0,0,5583.23
4,13.824,27,10,protocol,7.5,1360,0,0,3547,0,0,0,0,0,0,0,0,0,0,0,3187.13
5,28.16,55,10,protocol,7.5,1360,0,0,3362,0,0,0,0,0,0,0,0,0,0,0,3010.83
6,20.48,40,10,protocol,7.5,1360,0,0,3227,0,0,0,0,0,0,0,0,0,0,0,2961.01
7,19.968,39,10,protocol,7.5,1360,0,0,3279,0,0,0,0,0,0,0,0,0,0,0,2920.25
8,21.504,42,10,protocol,7.5,1360,0,0,3214,0,0,0,0,0,0,0,0,0,0,0,2385.71
9,20.48,40,10,protocol,7.5,1360,0,0,3396,0,0,0,0,0,0,0,0,0,0,0,2351.8
10,19.968,39,10,protocol,7.5,1360,0,0,3547,0,0,0,0,0,0,0,0,0,0,0,2325.35
11,20.48,40,10,protocol,7.5,1360,0,0,3610,0,0,0,0,0,0,0,0,0,0,0,2294.22
12,20.48,40,10,protocol,7.5,1360,0,0,3755,0,0,0,0,0,0,0,0,0,0,0,2268.77
13,19.968,39,10,protocol,7.5,1360,0,0,3691,0,0,0,0,0,0,0,0,0,0,0,2243.74
14,19.968,39,10,protocol,7.5,1360,0,0,3760,0,0,0,0,0,0,0,0,0,0,0,2215.57
15,19.456,38,10,protocol,7.5,1360,0,0,3727,0,0,0,0,0,0,0,0,0,0,0,2145.95
16,20.992,41,10,protocol,7.5,1360,0,0,3747,0,0,0,0,0,0,0,0,0,0,0,1931.59
17,19.968,39,10,protocol,7.5,1360,0,0,3616,0,0,0,0,0,0,0,0,0,0,0,1903.03
18,17.92,35,10,protocol,7.5,1360,0,0,3551,0,0,0,0,0,0,0,0,0,0,0,1873.23
19,17.92,35,10,protocol,7.5,1360,0,0,3826,0,0,0,0,0,0,0,0,0,0,0,1846.02
20,17.92,35,10,protocol,7.5,1360,0,0,3877,0,0,0,0,0,0,0,0,0,0,0,1817.37
21,17.92,35,10,protocol,7.5,1360,0,0,3955,0,0,0,0,0,0,0,0,0,0,0,1787.5
22,17.92,35,10,protocol,7.5,1360,0,0,3868,0,0,0,0,0,0,0,0,0,0,0,1761.21
23,16.896,33,10,protocol,7.5,1360,0,0,3996,0,0,0,0,0,0,0,0,0,0,0,1729.5
24,16.384,32,10,protocol,7.5,1360,0,0,4156,0,0,0,0,0,0,0,0,0,0,0,1699.63
25,16.384,32,10,protocol,7.5,1360,0,0,4234,0,0,0,0,0,0,0,0,0,0,0,1656.86
26,17.92,35,10,protocol,7.5,1360,0,0,4269,0,0,0,0,0,0,0,0,0,0,0,1561.84
27,18.432,36,10,protocol,7.5,1360,0,0,4200,0,0,0,0,0,0,0,0,0,0,0,1542.93
28,16.896,33,10,protocol,7.5,1360,0,0,4155,0,0,0,0,0,0,0,0,0,0,0,1524.23
29,16.384,32,10,protocol,7.5,1360,0,0,4186,0,0,0,0,0,0,0,0,0,0,0,1506.03
