SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower,WavePktsSent,WavePtksReceived,WavePktsPpr,ExpectedWavePktsReceived,ExpectedWavePktsInCoverageReceived,BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,MacPhyOverhead
0,0,0,10,protocol,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,10,protocol,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,10,protocol,7.5,1360,0,0,3218,0,0,0,0,0,0,0,0,0,0,0,2726.14
3,10.752,21,10,protocol,7.5,1360,0,0,3425,0,0,0,0,0,0,0,0,0,0,0,2564.65
4,16.384,32,10,protocol,7.5,1360,0,0,3547,0,0,0,0,0,0,0,0,0,0,0,2073.53
5,29.696,58,10,protocol,7.5,1360,0,0,3362,0,0,0,0,0,0,0,0,0,0,0,1979.91
6,18.432,36,10,protocol,7.5,1360,0,0,3227,0,0,0,0,0,0,0,0,0,0,0,1910.94
7,17.408,34,10,protocol,7.5,1360,0,0,3279,0,0,0,0,0,0,0,0,0,0,0,1823.29
8,18.432,36,10,protocol,7.5,1360,0,0,3214,0,0,0,0,0,0,0,0,0,0,0,1679.6
9,15.36,30,10,protocol,7.5,1360,0,0,3396,0,0,0,0,0,0,0,0,0,0,0,1603.65
10,14.336,28,10,protocol,7.5,1360,0,0,3547,0,0,0,0,0,0,0,0,0,0,0,1505.94
11,15.36,30,10,protocol,7.5,1360,0,0,3610,0,0,0,0,0,0,0,0,0,0,0,1419.2
12,16.384,32,10,protocol,7.5,1360,0,0,3755,0,0,0,0,0,0,0,0,0,0,0,1303.29
13,15.36,30,10,protocol,7.5,1360,0,0,3691,0,0,0,0,0,0,0,0,0,0,0,1216.34
14,10.752,21,10,protocol,7.5,1360,0,0,3760,0,0,0,0,0,0,0,0,0,0,0,1133.13
15,14.336,28,10,protocol,7.5,1360,0,0,3727,0,0,0,0,0,0,0,0,0,0,0,1077.2
16,15.36,30,10,protocol,7.5,1360,0,0,3747,0,0,0,0,0,0,0,0,0,0,0,1033.07
17,19.456,38,10,protocol,7.5,1360,0,0,3616,0,0,0,0,0,0,0,0,0,0,0,1010.34
18,15.36,30,10,protocol,7.5,1360,0,0,3551,0,0,0,0,0,0,0,0,0,0,0,989.195
19,14.336,28,10,protocol,7.5,1360,0,0,3826,0,0,0,0,0,0,0,0,0,0,0,957.849
20,14.336,28,10,protocol,7.5,1360,0,0,3877,0,0,0,0,0,0,0,0,0,0,0,934.942
21,14.336,28,10,protocol,7.5,1360,0,0,3955,0,0,0,0,0,0,0,0,0,0,0,914.623
22,13.312,26,10,protocol,7.5,1360,0,0,3868,0,0,0,0,0,0,0,0,0,0,0,892.475
23,12.8,25,10,protocol,7.5,1360,0,0,3996,0,0,0,0,0,0,0,0,0,0,0,875.325
24,10.752,21,10,protocol,7.5,1360,0,0,4156,0,0,0,0,0,0,0,0,0,0,0,858.79
25,12.288,24,10,protocol,7.5,1360,0,0,4234,0,0,0,0,0,0,0,0,0,0,0,842.325
26,11.776,23,10,protocol,7.5,1360,0,0,4269,0,0,0,0,0,0,0,0,0,0,0,825.187
27,10.752,21,10,protocol,7.5,1360,0,0,4200,0,0,0,0,0,0,0,0,0,0,0,801.584
28,9.728,19,10,protocol,7.5,1360,0,0,4155,0,0,0,0,0,0,0,0,0,0,0,782.252
29,10.24,20,10,protocol,7.5,1360,0,0,4186,0,0,0,0,0,0,0,0,0,0,0,762.793
