SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower,WavePktsSent,WavePtksReceived,WavePktsPpr,ExpectedWavePktsReceived,ExpectedWavePktsInCoverageReceived,BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,MacPhyOverhead
0,0,0,10,protocol,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,10,protocol,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,10,protocol,7.5,2030,19398,9.55567,6824,2977,0.436254,0.277134,0.216489,0.182718,0.156886,0.134382,0.115578,0.115578,0.115578,0.115578,0.0549658
3,0,0,10,protocol,7.5,2030,17133,8.4399,7276,2874,0.394997,0.250234,0.196217,0.166272,0.140836,0.117658,0.100469,0.100469,0.100469,0.100469,0.049311
4,0,0,10,protocol,7.5,2030,16516,8.13596,7558,2952,0.39058,0.243898,0.186882,0.156507,0.132142,0.111357,0.095445,0.095445,0.095445,0.095445,0.0456393
5,0,0,10,protocol,7.5,2030,17339,8.54138,7713,2968,0.384805,0.242918,0.188746,0.159898,0.135768,0.115055,0.0985014,0.0985014,0.0985014,0.0985014,0.0446543
6,0,0,10,protocol,7.5,2030,20846,10.269,7984,3472,0.43487,0.279627,0.216892,0.181952,0.157148,0.13552,0.116537,0.116537,0.116537,0.116537,0.0366559
7,0,0,10,protocol,7.5,2030,21989,10.832,8053,3292,0.408792,0.26555,0.21489,0.185956,0.16224,0.141122,0.121302,0.121302,0.121302,0.121302,0.0335831
8,0,0,10,protocol,7.5,2030,20046,9.87488,8189,3298,0.402735,0.249804,0.197,0.169495,0.146286,0.126565,0.109125,0.109125,0.109125,0.109125,0.0338484
9,0,0,10,protocol,7.5,2030,22681,11.1729,8431,3306,0.392124,0.255649,0.207651,0.182738,0.162125,0.140995,0.121845,0.121845,0.121845,0.121845,0.0312417
10,0,0,10,protocol,7.5,2030,21510,10.5961,8755,3396,0.387893,0.251677,0.199385,0.172975,0.151517,0.131722,0.113997,0.113997,0.113997,0.113997,0.0313662
11,0,0,10,protocol,7.5,2030,22665,11.165,8784,3487,0.396972,0.25537,0.202208,0.175975,0.155602,0.136353,0.118896,0.118896,0.118896,0.118896,0.0311006
12,0,0,10,protocol,7.5,2030,22708,11.1862,9105,3532,0.387919,0.249627,0.201445,0.174753,0.153825,0.135349,0.117905,0.117905,0.117905,0.117905,0.0312359
13,0,0,10,protocol,7.5,2030,18518,9.12217,9043,3155,0.348889,0.216835,0.171517,0.146242,0.126042,0.109406,0.0952812,0.0952812,0.0952812,0.0952812,0.0313734
14,0,0,10,protocol,7.5,2030,15396,7.58424,9097,2775,0.305046,0.181306,0.141108,0.11963,0.104153,0.0903302,0.0785626,0.0785626,0.0785626,0.0785626,0.0311808
