SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower,WavePktsSent,WavePtksReceived,WavePktsPpr,ExpectedWavePktsReceived,ExpectedWavePktsInCoverageReceived,BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,MacPhyOverhead
0,0,0,10,protocol,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,10,protocol,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3.584,7,10,protocol,7.5,2030,0,0,6824,0,0,0,0,0,0,0,0,0,0,0,3976.52
3,11.264,22,10,protocol,7.5,2030,0,0,7276,0,0,0,0,0,0,0,0,0,0,0,3817.41
4,12.8,25,10,protocol,7.5,2030,0,0,7558,0,0,0,0,0,0,0,0,0,0,0,2097.88
5,25.088,49,10,protocol,7.5,2030,0,0,7713,0,0,0,0,0,0,0,0,0,0,0,1989.61
6,18.944,37,10,protocol,7.5,2030,0,0,7984,0,0,0,0,0,0,0,0,0,0,0,1921.35
7,18.432,36,10,protocol,7.5,2030,0,0,8053,0,0,0,0,0,0,0,0,0,0,0,1896.73
8,17.408,34,10,protocol,7.5,2030,0,0,8189,0,0,0,0,0,0,0,0,0,0,0,1506.8
9,16.384,32,10,protocol,7.5,2030,0,0,8431,0,0,0,0,0,0,0,0,0,0,0,1472.52
10,20.48,40,10,protocol,7.5,2030,0,0,8755,0,0,0,0,0,0,0,0,0,0,0,1447.22
11,17.92,35,10,protocol,7.5,2030,0,0,8784,0,0,0,0,0,0,0,0,0,0,0,1435.08
12,18.944,37,10,protocol,7.5,2030,0,0,9105,0,0,0,0,0,0,0,0,0,0,0,1424.15
13,18.432,36,10,protocol,7.5,2030,0,0,9043,0,0,0,0,0,0,0,0,0,0,0,1413.94
14,18.432,36,10,protocol,7.5,2030,0,0,9097,0,0,0,0,0,0,0,0,0,0,0,1387.64
15,16.384,32,10,protocol,7.5,2030,0,0,9169,0,0,0,0,0,0,0,0,0,0,0,1373.34
16,21.504,42,10,protocol,7.5,2030,0,0,9444,0,0,0,0,0,0,0,0,0,0,0,1196.73
17,17.92,35,10,protocol,7.5,2030,0,0,9926,0,0,0,0,0,0,0,0,0,0,0,1186.02
18,16.384,32,10,protocol,7.5,2030,0,0,9872,0,0,0,0,0,0,0,0,0,0,0,1174.48
19,16.384,32,10,protocol,7.5,2030,0,0,9920,0,0,0,0,0,0,0,0,0,0,0,1165.05
20,16.384,32,10,protocol,7.5,2030,0,0,9978,0,0,0,0,0,0,0,0,0,0,0,1155.06
21,14.848,29,10,protocol,7.5,2030,0,0,9805,0,0,0,0,0,0,0,0,0,0,0,1136.62
22,14.848,29,10,protocol,7.5,2030,0,0,9690,0,0,0,0,0,0,0,0,0,0,0,1112.03
23,14.336,28,10,protocol,7.5,2030,0,0,9740,0,0,0,0,0,0,0,0,0,0,0,1094.63
24,15.872,31,10,protocol,7.5,2030,0,0,9635,0,0,0,0,0,0,0,0,0,0,0,1085.64
25,15.872,31,10,protocol,7.5,2030,0,0,9550,0,0,0,0,0,0,0,0,0,0,0,1070.27
26,16.896,33,10,protocol,7.5,2030,0,0,9498,0,0,0,0,0,0,0,0,0,0,0,979.245
27,16.384,32,10,protocol,7.5,2030,0,0,9304,0,0,0,0,0,0,0,0,0,0,0,967.03
28,16.384,32,10,protocol,7.5,2030,0,0,9657,0,0,0,0,0,0,0,0,0,0,0,960.724
29,16.384,32,10,protocol,7.5,2030,0,0,9660,0,0,0,0,0,0,0,0,0,0,0,954.509
