SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower,WavePktsSent,WavePtksReceived,WavePktsPpr,ExpectedWavePktsReceived,ExpectedWavePktsInCoverageReceived,BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,MacPhyOverhead
0,0,0,10,protocol,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,10,protocol,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,10,protocol,7.5,2030,23111,11.3847,6824,3142,0.460434,0.311178,0.249397,0.215548,0.187526,0.160587,0.137702,0.137702,0.137702,0.137702,0.0433965
3,0,0,10,protocol,7.5,2030,19149,9.433,7276,2980,0.409566,0.259941,0.207464,0.178161,0.153102,0.130532,0.112291,0.112291,0.112291,0.112291,0.0758574
4,0,0,10,protocol,7.5,2030,22848,11.2552,7558,3177,0.420349,0.285688,0.234758,0.204683,0.178801,0.153303,0.132037,0.132037,0.132037,0.132037,0.0645631
5,0,0,10,protocol,7.5,2030,20396,10.0473,7713,3088,0.400363,0.261418,0.206352,0.178843,0.157309,0.134942,0.115868,0.115868,0.115868,0.115868,0.0747708
6,0,0,10,protocol,7.5,2030,22631,11.1483,7984,3494,0.437625,0.274382,0.220618,0.192693,0.168941,0.146827,0.126516,0.126516,0.126516,0.126516,0.0713724
7,0,0,10,protocol,7.5,2030,20355,10.0271,8053,3162,0.392649,0.247889,0.196803,0.171577,0.150587,0.130686,0.112288,0.112288,0.112288,0.112288,0.0756853
8,0,0,10,protocol,7.5,2030,23614,11.6325,8189,3470,0.423739,0.26834,0.21641,0.191139,0.169269,0.148579,0.128549,0.128549,0.128549,0.128549,0.0716079
9,0,0,10,protocol,7.5,2030,21445,10.564,8431,3231,0.383229,0.243224,0.195789,0.173501,0.153727,0.133587,0.115205,0.115205,0.115205,0.115205,0.0715229
10,0,0,10,protocol,7.5,2030,23786,11.7172,8755,3451,0.394175,0.259281,0.211236,0.186747,0.165784,0.145232,0.126059,0.126059,0.126059,0.126059,0.068349
11,0,0,10,protocol,7.5,2030,20440,10.069,8784,3363,0.382855,0.242348,0.191641,0.164104,0.143266,0.123778,0.107224,0.107224,0.107224,0.107224,0.0699618
12,0,0,10,protocol,7.5,2030,23640,11.6453,9105,3526,0.38726,0.25798,0.209463,0.182711,0.161405,0.141068,0.122744,0.122744,0.122744,0.122744,0.066434
13,0,0,10,protocol,7.5,2030,19922,9.81379,9043,3375,0.373217,0.233859,0.185237,0.157325,0.135865,0.117929,0.102505,0.102505,0.102505,0.102505,0.0674484
14,0,0,10,protocol,7.5,2030,23590,11.6207,9097,3500,0.384742,0.248287,0.202382,0.177467,0.155484,0.137505,0.120375,0.120375,0.120375,0.120375,0.0652214
