SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower,WavePktsSent,WavePtksReceived,WavePktsPpr,ExpectedWavePktsReceived,ExpectedWavePktsInCoverageReceived,BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,MacPhyOverhead
0,0,0,10,protocol,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,10,protocol,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0.512,1,10,protocol,7.5,2030,29298,14.4325,6824,5250,0.769343,0.634128,0.512835,0.362079,0.260496,0.207053,0.174565,0.174565,0.174565,0.174565,0.0709141
3,1.024,2,10,protocol,7.5,2030,25813,12.7158,7276,4992,0.686091,0.556422,0.441226,0.310184,0.224089,0.178959,0.151369,0.151369,0.151369,0.151369,0.0798542
4,1.024,2,10,protocol,7.5,2030,23588,11.6197,7558,4804,0.635618,0.51253,0.396666,0.27654,0.200836,0.161038,0.136314,0.136314,0.136314,0.136314,0.0814776
5,3.072,6,10,protocol,7.5,2030,26546,13.0768,7713,5203,0.674575,0.552214,0.426789,0.303172,0.221723,0.178173,0.150806,0.150806,0.150806,0.150806,0.081344
6,2.56,5,10,protocol,7.5,2030,28158,13.8709,7984,5498,0.688627,0.55586,0.438217,0.312544,0.230936,0.186509,0.157414,0.157414,0.157414,0.157414,0.0770527
7,0,0,10,protocol,7.5,2030,24356,11.998,8053,4957,0.615547,0.491622,0.377724,0.264757,0.196271,0.159157,0.134359,0.134359,0.134359,0.134359,0.0733437
8,0,0,10,protocol,7.5,2030,27037,13.3187,8189,5331,0.650995,0.513738,0.402623,0.286496,0.214871,0.173834,0.147183,0.147183,0.147183,0.147183,0.0676329
9,0,0,10,protocol,7.5,2030,22501,11.0842,8431,4791,0.56826,0.446598,0.339083,0.233949,0.176444,0.142592,0.120878,0.120878,0.120878,0.120878,0.0620919
10,0,0,10,protocol,7.5,2030,23474,11.5635,8755,5099,0.58241,0.458501,0.349087,0.240594,0.181317,0.14648,0.124406,0.124406,0.124406,0.124406,0.0568333
11,0.512,1,10,protocol,7.5,2030,23617,11.634,8784,5159,0.587318,0.460807,0.345828,0.239101,0.17984,0.145437,0.12389,0.12389,0.12389,0.12389,0.05048
12,1.024,2,10,protocol,7.5,2030,23434,11.5438,9105,5234,0.574849,0.453484,0.340517,0.235298,0.175883,0.142577,0.121674,0.121674,0.121674,0.121674,0.0454963
13,1.536,3,10,protocol,7.5,2030,24303,11.9719,9043,5394,0.596483,0.461871,0.348263,0.24317,0.180443,0.146286,0.125047,0.125047,0.125047,0.125047,0.042976
14,1.024,2,10,protocol,7.5,2030,24679,12.1571,9097,5312,0.583929,0.461117,0.350388,0.243937,0.181333,0.147146,0.125932,0.125932,0.125932,0.125932,0.0395885
15,0,0,10,protocol,7.5,2030,23931,11.7887,9169,5304,0.578471,0.446335,0.340184,0.233648,0.174823,0.141351,0.120977,0.120977,0.120977,0.120977,0.0370223
16,0,0,10,protocol,7.5,2030,23989,11.8172,9444,5290,0.560144,0.429775,0.334121,0.231822,0.173584,0.141038,0.120262,0.120262,0.120262,0.120262,0.0330419
17,0,0,10,protocol,7.5,2030,23339,11.497,9926,5513,0.55541,0.425013,0.321802,0.225467,0.167239,0.136211,0.116129,0.116129,0.116129,0.116129,0.029461
18,0,0,10,protocol,7.5,2030,23386,11.5202,9872,5214,0.52816,0.417286,0.318959,0.223627,0.166038,0.135254,0.115587,0.115587,0.115587,0.115587,0.0264171
19,0,0,10,protocol,7.5,2030,23854,11.7507,9920,5452,0.549597,0.428543,0.324768,0.226051,0.16823,0.137042,0.117087,0.117087,0.117087,0.117087,0.0227046
20,0,0,10,protocol,7.5,2030,25048,12.3389,9978,5535,0.55472,0.444667,0.336397,0.235456,0.175216,0.143262,0.122327,0.122327,0.122327,0.122327,0.0191623
21,0,0,10,protocol,7.5,2030,24147,11.8951,9805,5303,0.540847,0.427856,0.324587,0.225961,0.16789,0.137429,0.117345,0.117345,0.117345,0.117345,0.0145366
22,0,0,10,protocol,7.5,2030,25937,12.7768,9690,5505,0.568111,0.457701,0.348346,0.241047,0.178981,0.147126,0.125202,0.125202,0.125202,0.125202,0.011455
23,0,0,10,protocol,7.5,2030,24582,12.1094,9740,5286,0.54271,0.435756,0.329064,0.226262,0.169277,0.138779,0.117868,0.117868,0.117868,0.117868,0.0089197
24,0,0,10,protocol,7.5,2030,22336,11.003,9635,4822,0.500467,0.396711,0.298301,0.203779,0.153177,0.125578,0.106461,0.106461,0.106461,0.106461,0.00520363
25,0,0,10,protocol,7.5,2030,22094,10.8837,9550,4795,0.502094,0.399858,0.296612,0.20082,0.151105,0.123577,0.104993,0.104993,0.104993,0.104993,0.0021805
26,0,0,10,protocol,7.5,2030,20677,10.1857,9498,4624,0.486839,0.38014,0.277866,0.187059,0.141212,0.115068,0.0980027,0.0980027,0.0980027,0.0980027,70.4749
27,0,0,10,protocol,7.5,2030,23006,11.333,9304,4792,0.515047,0.406429,0.302242,0.207958,0.155934,0.127131,0.108765,0.108765,0.108765,0.108765,67.9593
28,0,0,10,protocol,7.5,2030,21953,10.8143,9657,4703,0.487004,0.384021,0.287226,0.198763,0.148087,0.120915,0.103738,0.103738,0.103738,0.103738,65.6405
29,0,0,10,protocol,7.5,2030,21627,10.6537,9660,4842,0.501242,0.379279,0.282736,0.195579,0.145621,0.119005,0.101932,0.101932,0.101932,0.101932,63.4996
30,0,0,10,protocol,7.5,2030,21851,10.764,10146,4852,0.478218,0.377235,0.284808,0.196823,0.146924,0.120076,0.102734,0.102734,0.102734,0.102734,61.5108
31,0,0,10,protocol,7.5,2030,22149,10.9108,10248,4987,0.486632,0.380159,0.287928,0.199571,0.148496,0.121523,0.10413,0.10413,0.10413,0.10413,59.5807
32,2.048,4,10,protocol,7.5,2030,21968,10.8217,10117,4880,0.482356,0.379573,0.286667,0.197759,0.147261,0.120374,0.103287,0.103287,0.103287,0.103287,57.7737
33,1.536,3,10,protocol,7.5,2030,21808,10.7429,10521,5146,0.489117,0.380676,0.282669,0.195797,0.145497,0.11967,0.102443,0.102443,0.102443,0.102443,56.0656
34,0,0,10,protocol,7.5,2030,24202,11.9222,10131,5295,0.522653,0.408213,0.311666,0.215871,0.160899,0.13314,0.113498,0.113498,0.113498,0.113498,54.4414
35,0,0,10,protocol,7.5,2030,24470,12.0542,9932,5427,0.546416,0.407368,0.313131,0.217225,0.163296,0.134363,0.115084,0.115084,0.115084,0.115084,52.8758
36,0.512,1,10,protocol,7.5,2030,27069,13.3345,9963,5706,0.572719,0.451774,0.346147,0.239761,0.181479,0.148381,0.127469,0.127469,0.127469,0.127469,51.3789
37,3.072,6,10,protocol,7.5,2030,26712,13.1586,9955,5731,0.575691,0.445435,0.339403,0.236558,0.179702,0.14671,0.125548,0.125548,0.125548,0.125548,49.9502
38,2.048,4,10,protocol,7.5,2030,25002,12.3163,9826,5496,0.559332,0.430856,0.31953,0.222906,0.168278,0.137551,0.117875,0.117875,0.117875,0.117875,48.5885
39,4.096,8,10,protocol,7.5,2030,27790,13.6897,9557,5697,0.596108,0.458661,0.353365,0.248668,0.187537,0.153305,0.130947,0.130947,0.130947,0.130947,47.2856
40,1.024,2,10,protocol,7.5,2030,24540,12.0887,9714,5248,0.540251,0.413511,0.316474,0.219713,0.16594,0.135522,0.115655,0.115655,0.115655,0.115655,46.027
41,5.632,11,10,protocol,7.5,2030,25345,12.4852,9846,5415,0.54997,0.426898,0.325129,0.227716,0.171998,0.140591,0.11978,0.11978,0.11978,0.11978,44.8825
42,4.096,8,10,protocol,7.5,2030,24464,12.0512,9789,5241,0.535397,0.41977,0.317169,0.220415,0.166105,0.135732,0.115573,0.115573,0.115573,0.115573,43.8014
43,6.656,13,10,protocol,7.5,2030,24654,12.1448,9816,5492,0.559495,0.429966,0.322863,0.222476,0.167547,0.136574,0.116447,0.116447,0.116447,0.116447,42.7573
44,5.632,11,10,protocol,7.5,2030,25108,12.3685,9734,5651,0.580542,0.442145,0.329658,0.226755,0.170066,0.138871,0.119083,0.119083,0.119083,0.119083,41.7457
45,3.584,7,10,protocol,7.5,2030,24239,11.9404,9525,5287,0.555066,0.433022,0.317524,0.219861,0.163884,0.134339,0.114906,0.114906,0.114906,0.114906,40.7985
46,4.608,9,10,protocol,7.5,2030,25561,12.5916,9450,5577,0.590159,0.445958,0.334396,0.232464,0.17319,0.141726,0.121014,0.121014,0.121014,0.121014,39.873
47,4.096,8,10,protocol,7.5,2030,25077,12.3532,9234,5302,0.574182,0.4459,0.332061,0.228882,0.169921,0.139167,0.119119,0.119119,0.119119,0.119119,38.9905
48,5.12,10,10,protocol,7.5,2030,26935,13.2685,9251,5361,0.579505,0.46668,0.351771,0.246917,0.183508,0.149876,0.128381,0.128381,0.128381,0.128381,38.1645
49,4.096,8,10,protocol,7.5,2030,24285,11.9631,9472,5148,0.543497,0.427315,0.320325,0.222964,0.166747,0.135299,0.116178,0.116178,0.116178,0.116178,37.3623
50,4.096,8,10,protocol,7.5,2030,25311,12.4685,9756,5670,0.581181,0.447183,0.332356,0.232392,0.174999,0.141401,0.121494,0.121494,0.121494,0.121494,36.5974
51,5.12,10,10,protocol,7.5,2030,26298,12.9547,9751,5635,0.577889,0.458769,0.345782,0.242981,0.182929,0.146951,0.126564,0.126564,0.126564,0.126564,35.8708
52,5.632,11,10,protocol,7.5,2030,26033,12.8241,9835,5829,0.592679,0.457862,0.347112,0.240414,0.181047,0.14581,0.125569,0.125569,0.125569,0.125569,35.1672
53,4.608,9,10,protocol,7.5,2030,24579,12.1079,9897,5696,0.575528,0.435459,0.327428,0.227526,0.170679,0.138045,0.118747,0.118747,0.118747,0.118747,34.4987
54,3.584,7,10,protocol,7.5,2030,25138,12.3833,9557,5432,0.568379,0.443176,0.337355,0.232739,0.174004,0.14131,0.121589,0.121589,0.121589,0.121589,33.8561
55,5.632,11,10,protocol,7.5,2030,26691,13.1483,9429,5610,0.594973,0.458869,0.355503,0.246634,0.184544,0.150019,0.12896,0.12896,0.12896,0.12896,33.219
56,4.096,8,10,protocol,7.5,2030,26111,12.8626,9599,5850,0.609438,0.461471,0.350513,0.240593,0.180321,0.146692,0.126097,0.126097,0.126097,0.126097,32.6055
57,5.632,11,10,protocol,7.5,2030,23457,11.5552,9698,5166,0.532687,0.421362,0.317034,0.2153,0.162404,0.131929,0.113382,0.113382,0.113382,0.113382,32.0208
58,5.12,10,10,protocol,7.5,2030,25120,12.3744,9728,5591,0.574733,0.451491,0.337875,0.230372,0.174271,0.141513,0.121203,0.121203,0.121203,0.121203,31.4433
59,9.216,18,10,protocol,7.5,2030,26391,13.0005,9539,5718,0.599434,0.466087,0.351797,0.241646,0.182716,0.148309,0.127327,0.127327,0.127327,0.127327,30.8896
60,5.632,11,10,protocol,7.5,2030,26641,13.1236,9625,5632,0.585143,0.462763,0.35643,0.245084,0.183812,0.149748,0.128583,0.128583,0.128583,0.128583,30.3535
61,8.192,16,10,protocol,7.5,2030,25827,12.7227,9349,5533,0.591828,0.453529,0.346433,0.238737,0.178265,0.145266,0.124472,0.124472,0.124472,0.124472,29.829
62,5.632,11,10,protocol,7.5,2030,25626,12.6236,9349,5545,0.593112,0.457301,0.343012,0.236852,0.176131,0.143942,0.123379,0.123379,0.123379,0.123379,29.3232
63,6.656,13,10,protocol,7.5,2030,27099,13.3493,9294,5620,0.604691,0.464057,0.3594,0.25142,0.186206,0.152074,0.130669,0.130669,0.130669,0.130669,28.8375
64,7.68,15,10,protocol,7.5,2030,26878,13.2404,9306,5722,0.614872,0.474893,0.357086,0.249413,0.184803,0.150467,0.129215,0.129215,0.129215,0.129215,28.3657
65,3.584,7,10,protocol,7.5,2030,24926,12.2788,9404,5314,0.565079,0.44105,0.33059,0.230287,0.170973,0.139339,0.119558,0.119558,0.119558,0.119558,27.9163
66,6.144,12,10,protocol,7.5,2030,25834,12.7261,9527,5660,0.594101,0.457531,0.342941,0.23746,0.176142,0.144152,0.123614,0.123614,0.123614,0.123614,27.4726
67,3.584,7,10,protocol,7.5,2030,27735,13.6626,9633,5912,0.613724,0.486547,0.369418,0.254774,0.189108,0.154576,0.132471,0.132471,0.132471,0.132471,27.0494
68,2.56,5,10,protocol,7.5,2030,28974,14.2729,9731,6205,0.637653,0.496304,0.381035,0.265694,0.197263,0.161122,0.138303,0.138303,0.138303,0.138303,26.6321
69,3.072,6,10,protocol,7.5,2030,24937,12.2842,9867,5631,0.57069,0.431397,0.330078,0.228566,0.169403,0.138414,0.118678,0.118678,0.118678,0.118678,26.2234
70,3.584,7,10,protocol,7.5,2030,25570,12.5961,9768,5611,0.574427,0.445758,0.338961,0.233533,0.17307,0.141646,0.121319,0.121319,0.121319,0.121319,25.8339
71,3.072,6,10,protocol,7.5,2030,25577,12.5995,9743,5800,0.595299,0.451964,0.339013,0.232931,0.173169,0.141503,0.12099,0.12099,0.12099,0.12099,25.4544
