SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower,WavePktsSent,WavePtksReceived,WavePktsPpr,ExpectedWavePktsReceived,ExpectedWavePktsInCoverageReceived,BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,MacPhyOverhead
0,0,0,10,protocol,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,10,protocol,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,10,protocol,7.5,2030,10366,5.1064,6824,2749,0.402843,0.286359,0.195606,0.128382,0.0921668,0.073258,0.0617634,0.0617634,0.0617634,0.0617634,0.531595
3,0.512,1,10,protocol,7.5,2030,17291,8.51773,7276,4208,0.57834,0.430574,0.309806,0.207945,0.150107,0.119877,0.101396,0.101396,0.101396,0.101396,0.40998
4,0.512,1,10,protocol,7.5,2030,19148,9.43251,7558,4478,0.592485,0.438691,0.325614,0.224539,0.163032,0.130725,0.110655,0.110655,0.110655,0.110655,0.347254
5,0,0,10,protocol,7.5,2030,18329,9.02906,7713,4294,0.556722,0.415996,0.304857,0.209451,0.153091,0.123022,0.104125,0.104125,0.104125,0.104125,0.308936
6,0,0,10,protocol,7.5,2030,19210,9.46305,7984,4552,0.57014,0.420075,0.308786,0.213176,0.157549,0.12724,0.107391,0.107391,0.107391,0.107391,0.281815
7,0,0,10,protocol,7.5,2030,19461,9.5867,8053,4576,0.568235,0.416387,0.305897,0.211581,0.156825,0.12717,0.107356,0.107356,0.107356,0.107356,0.261672
8,0.512,1,10,protocol,7.5,2030,20932,10.3113,8189,4821,0.588717,0.428665,0.31741,0.221765,0.166353,0.134582,0.113949,0.113949,0.113949,0.113949,0.246252
9,0,0,10,protocol,7.5,2030,22450,11.0591,8431,5075,0.601945,0.453357,0.336591,0.233419,0.176044,0.142269,0.120604,0.120604,0.120604,0.120604,0.233408
10,0.512,1,10,protocol,7.5,2030,22077,10.8754,8755,5208,0.59486,0.442048,0.326356,0.226299,0.170526,0.137763,0.117002,0.117002,0.117002,0.117002,0.222827
11,0,0,10,protocol,7.5,2030,21521,10.6015,8784,5084,0.57878,0.428363,0.313768,0.2179,0.16388,0.132529,0.112895,0.112895,0.112895,0.112895,0.213518
12,0,0,10,protocol,7.5,2030,22645,11.1552,9105,5420,0.595277,0.437461,0.325756,0.227301,0.169962,0.137777,0.117578,0.117578,0.117578,0.117578,0.204694
13,0,0,10,protocol,7.5,2030,24557,12.097,9043,5525,0.61097,0.462937,0.349925,0.245693,0.182329,0.147814,0.126354,0.126354,0.126354,0.126354,0.197378
14,0,0,10,protocol,7.5,2030,23354,11.5044,9097,5517,0.606464,0.440439,0.332627,0.230823,0.171597,0.139246,0.119171,0.119171,0.119171,0.119171,0.190673
